author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,annotation,
Matt Schimkowitz,Martin Scorsese finally just admits he's built different,"Martin Scorsese's Killers Of The Flower Moon opened last week, and for the past few months, the American auteur has made the rounds, sharing his thoughts on the past, present, and future of cinema. Oh, and Marvel movies. Everyone wants to know what this guy t…",https://www.avclub.com/martin-scorsese-finally-just-admits-he-s-built-differen-1850955928,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/03364b900b59f461341a3d5a895f8601.png",2023-10-24T23:42:00Z,"Martin Scorseses Killers Of The Flower Moon opened last week, and for the past few months, the American auteur has made the rounds, sharing his thoughts on the past, present, and future of cinema. Oh… [+1836 chars]",,The A.V. Club,9,
Lee Media Studio,Investigating the perpetrators of the Reign of Terror | Late Edition: Crime Beat Chronicles podcast,"Late Edition: Crime Beat Chronicles podcast: We continue the story of the Osage Reign of Terror and its connection to the new Martin Scorsese film ""Killers of the Flower Moon.""",https://roanoke.com/news/nation-world/investigating-osage-reign-of-terror-perpetrators-killers-of-the-flower-moon/article_4577f5d8-9399-51b8-be00-8cf1875e5cc1.html,https://bloximages.newyork1.vip.townnews.com/roanoke.com/content/tncms/assets/v3/editorial/4/57/4577f5d8-9399-51b8-be00-8cf1875e5cc1/653819160c75b.preview.png?crop=1196%2C628%2C1%2C0&resize=1196%2C628&order=crop%2Cresize,2023-10-24T23:30:00Z,The latest episode of Late Edition: Crime Beat Chronicles is in partnership with the Tulsa World to introduce the story of the Osage Reign of Terror and the feature film Killers of the Flower Moon. I… [+15198 chars],,Roanoke Times,4,
feedfeeder,"""Reservation Dogs' star slams ""Killers of the Flower Moon' for ""helpless' Osage characters - NBC News","""Reservation Dogs' star slams ""Killers of the Flower Moon' for ""helpless' Osage charactersNBC News 'Killers of the Flower Moon': What critics are saying about the filmInsider Martin Scorsese's 'Killers of the Flower Moon' lights up dark dealingsNew York Post …",https://slashdot.org/firehose.pl?op=view&amp;id=172100497,,2023-10-24T22:53:02Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars],,Slashdot.org,7,
David Pierce,Apple is reportedly planning to turn the TV app into the streaming hub it always wanted,"The Apple TV app already lets you subscribe to other streaming services and watch sports. Now, a new report says the company could combine it with buying and renting movies.",https://www.theverge.com/2023/10/24/23930639/apple-tv-app-streaming-hub-movie-tv-rentals-sports,https://cdn.vox-cdn.com/thumbor/_IA4ziCutwQmP9J1e20EC1qbnBI=/0x0:1960x1306/1200x628/filters:focal(980x653:981x654)/cdn.vox-cdn.com/uploads/chorus_asset/file/24119607/Apple_TV_4K_TV_Plus_221018.jpg,2023-10-24T22:44:42Z,"Apple is reportedly planning to turn the TV app into the streaming hub it always wanted
Apple is reportedly planning to turn the TV app into the streaming hub it always wanted
 / One app for all yo… [+4118 chars]",the-verge,The Verge,10,
Slate Staff,The Slatest for Oct. 24: This Isn't Helping Biden's Youth-Vote Problem,"Stories about Killers of the Flower Moon, Elon Musk, an off-duty pilot who nearly took down an Alaska Airlines flight while on magic mushrooms, and more.",https://slate.com/news-and-politics/2023/10/slatest-news-politics-newsletter-biden-israel-youth-vote.html,https://compote.slate.com/images/c7fe836d-666b-4f26-85fd-6e3af06296f0.jpeg?crop=3219%2C2146%2Cx0%2Cy0&width=1560,2023-10-24T22:31:00Z,"President Biden already had a problem with youth votersand his pro-Israel policy threatens to deepen that rift, Alexander Sammon argues. He breaks down the latest polls and what they could mean for B… [+2448 chars]",,Slate Magazine,4,
Samantha Bergeson,"Martin Scorsese Says He Wishes He Could ""Create' Scripts Like Quentin Tarantino","""He's a writer,"" Scorsese said of Tarantino. ""It's a different thing.""",https://www.indiewire.com/news/general-news/martin-scorsese-wishes-create-like-quentin-tarantino-1234919834/,https://www.indiewire.com/wp-content/uploads/2023/10/GettyImages-1722527873.jpg,2023-10-24T22:30:00Z,"Martin Scorsese is sharing his admiration for Quentin Tarantino while addressing the “Once Upon a Time in Hollywood” auteur's impending retirement. 
“Killers of the Flower Moon” director Scorsese to… [+2174 chars]",,IndieWire,9,
Ryan Mach,"When Scorsese Teams Up With DiCaprio or De Niro, Audience Scores Rise | Charts","The filmmaker's go-to stars are also fan-favorites, Ranker's data shows
The post When Scorsese Teams Up With DiCaprio or De Niro, Audience Scores Rise | Charts appeared first on TheWrap.",http://www.thewrap.com/martin-scorsese-movies-with-dicaprio-de-niro-audience-scores/,https://www.thewrap.com/wp-content/uploads/2023/03/killers-of-the-flower-moon-leonardo-dicaprio-robert-de-niro.jpg,2023-10-24T22:13:28Z,"Killers of the Flower Moon is Martin Scorseses 27th feature-length narrative film, and it seems as though the famed director, now 80, is only getting better with age. The rave reviews of Scorseses la… [+551 chars]",,TheWrap,4,
Lindsay Schneider,The best holiday gifts for bookworms,Find the perfect holiday gift for the book lover in your life. We rounded up functional things like neck lights and bookmarks along with presents that'll elevate their reading experiences.,https://www.nbcnews.com/select/shopping/best-gifts-for-book-lover-ncna1301573,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2023-10/231020-book-lovers-gift-guide-bd-social-new-432b61.jpg",2023-10-24T21:44:50Z,"Theres no love quite like the love of literature, whether youre addicted to celebrity memoirs or just cant resist browsing a local bookstore on the weekend. Since bibliophiles, by nature, tend to be … [+10022 chars]",nbc-news,NBC News,10,
Kristian Burt,Brendan Fraser in 'Killers of the Flower Moon' is met with intense reactions,"Brendan Fraser's performance in ""Killers of the Flower Moon"" lasted only minutes, yet it has people talking following the film's opening weekend.",https://www.today.com/popculture/movies/brendan-fraser-killers-flower-moon-reactions-rcna121900,"https://media-cldnry.s-nbcnews.com/image/upload/t_social_share_1200x630_center,f_auto,q_auto:best/rockcms/2023-10/brendan-frasier-mc-231024-f880bb.jpg",2023-10-24T21:42:13Z,"Warning: Spoilers ahead for Killers of the Flower Moon
Following the opening weekend for Martin Scorsese's new film, ""Killers of the Flower Moon,"" fans have taken to social media to express their re… [+3436 chars]",,TODAY,2,
feedfeeder,Apple reportedly plans to totally redesign its TV app,"Apple is reportedly set to overhaul the Apple TV app. On Tuesday, Bloomberg's Mark Gurman reported that the company plans to consolidate its video offerings, placing them exclusively in the TV app on all its devices. Citing “people with knowledge of the matte…",https://slashdot.org/firehose.pl?op=view&amp;id=172099529,,2023-10-24T21:12:45Z,"Apple is reportedly set to overhaul the Apple TV app. On Tuesday, Bloomberg's Mark Gurman reported that the company plans to consolidate its video offerings, placing them exclusively in the TV app on… [+1929 chars]",,Slashdot.org,10,
Stephanie Holland,Is Killers of the Flower Moon the Indigenous Community's Green Book?,"Photo: Michael Kovac/Getty Images for Champagne Collet & OBC Wines (Getty Images)
Black people are very familiar with Hollywood's fascination with portraying the pain and trauma of marginalized communities. While it helps to have those stories acknowledged a…",https://www.theroot.com/is-killers-of-the-flower-moon-the-indigenous-community-1850955058,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/e6f65eacccf1ed3220b79f609ed187e1.jpg",2023-10-24T20:49:06Z,"Black people are very familiar with Hollywoods fascination with portraying the pain and trauma of marginalized communities. While it helps to have those stories acknowledged and told, it can feel lik… [+4912 chars]",,The Root,7,
"theweekonlineeditors@futurenet.com (Brendan Morrow, The Week US)","The daily gossip: Next 'Mission: Impossible' delayed to 2025, Kurt Cobain's daughter and Tony Hawk's son got married, and more",Today's top entertainment and celebrity news,https://theweek.com/culture-life/the-daily-gossip-next-mission-impossible-delayed-to-2025-kurt-cobains-daughter-and-tony-hawks-son-got-married-and-more,https://cdn.mos.cms.futurecdn.net/dGPGLoNay3X2rwp5Q4dqFj-1200-80.jpg,2023-10-24T20:48:25Z,"1. Next 'Mission: Impossible' delayed to 2025, will get a new title
Here's some news that's tough to accept. The sequel to ""Mission: Impossible - Dead Reckoning Part One"" has been delayed almost a y… [+5359 chars]",,The Week Magazine,5,
Garth Franklin,Payne: Today's Films Are “Too Damn Long”,"As the topic of movie runtimes has come up again recently amongst cinephiles thanks to the success of “Oppenheimer” and more recently “Killers of the Flower Moon,” another famed filmmaker has weighed in. “Sideways” and “About Schmidt” director Alexander Payne…",https://www.darkhorizons.com/payne-todays-films-are-too-damn-long/,https://cdndh.darkhorizons.com/wp-content/uploads/2023/10/payne-todays-films-are-too-damn-long.jpg,2023-10-24T20:27:53Z,"As the topic of movie runtimes has come up again recently amongst cinephiles thanks to the success of “Oppenheimer” and more recently “Killers of the Flower Moon,” another famed filmmaker has weighed… [+1535 chars]",,Dark Horizons,6,
Just Jared,Leonardo DiCaprio Wore Padding to Get Spanked by Robert De Niro in 'Killers of the Flower Moon',"Leonardo DiCaprio has some very memorable scenes in his new movie with co-star Robert De Niro. The 48-year-old actor wore butt padding for his spanking scene with the 80-year-old actor in Killers of the Flower Moon, according to cinematographer Rodrigo Prieto…",https://www.justjared.com/2023/10/24/leonardo-dicaprio-wore-padding-to-get-spanked-by-robert-de-niro-in-killers-of-the-flower-moon/,https://cdn.justjared.com/wp-content/uploads/headlines/2023/10/dicaprio-padding-social.jpg,2023-10-24T20:10:39Z,"Leonardo DiCaprio has some very memorable scenes in his new movie with co-star Robert De Niro.
The 48-year-old actor wore butt padding for his spanking scene with the 80-year-old actor in Killers of… [+758 chars]",,Just Jared,2,
Josh,Roundtable: Killers of the Flower Moon,"In his review of Killers of the Flower Moon, Chris called Martin Scorsese's three and a half hour historical film a masterpiece and one of the best movies of 2023. Josh saw it over the weekend and immediately wanted to talk about it, so we fired up a SunBreak…",https://thesunbreak.com/2023/10/24/roundtable-killers-of-the-flower-moon/,https://thesunbreak.com/wp-content/uploads/2023/10/Killers_Of_The_Flower_Moon_Photo_0108.jpg,2023-10-24T20:02:13Z,"In his review of Killers of the Flower Moon, Chris called Martin Scorseses three and a half hour historical film a masterpiece and one of the best movies of 2023. Josh saw it over the weekend and imm… [+16763 chars]",,Thesunbreak.com,5,
Elisabeth McGowan,Leonardo DiCaprio Wore Butt Pads While Being by Spanked by Robert De Niro in Movie Scene,"The Academy Award winner went the extra mile for a disturbing scene in his and Robert's new film, ""Killers of the Flower Moon.'",https://hollywoodlife.com/2023/10/24/leonardo-dicaprio-wore-butt-pads-in-robert-de-niro-film-spanking-scene/,https://hollywoodlife.com/wp-content/uploads/2023/10/leonardo-dicaprio-featured.jpg?quality=100,2023-10-24T19:52:39Z,"Image Credit: Matt Baron/BEI/Shutterstock
Leonardo DiCaprio is known for being dedicated to his acting roles, and his recent performance in Killers of the Flower Moon is no exception. The film inclu… [+2233 chars]",,Hollywood Life,2,
JoshWilding,"LOKI Producer Takes Aim At Martin Scorsese: ""I Challenge Anyone Watching To Say [LOKI] Is Not Cinematic""","Loki executive producer Kevin Wright has shared his thoughts on filmmaker Martin Scorsese's scathing assessment of comic book adaptations, making it clear that a series like this one is clearly cinematic.",https://comicbookmovie.com/tv/marvel/loki/loki-producer-takes-aim-at-martin-scorsese-i-challenge-anyone-watching-to-say-loki-is-not-cinematic-a207391,https://comicbookmovie.com/images/articles/banners/207391.jpg,2023-10-24T19:38:41Z,"At this point, you shouldn't need us to tell you that Martin Scorsese hates superhero movies. The filmmaker doesn't believe they're true cinema and has compared them to theme park rides, essentially … [+2777 chars]",,CBM (Comic Book Movie),9,
Fletcher Peters,Lily Gladstone's Educational YouTube Show Was Better Than Film School,"PBS / YouTube (via Screenshot)
Lily Gladstone is getting a lot of notice for her breathtaking performance in Killers of the Flower Moon, earning praise that could land her a well-deserved Oscar nomination. But a handful of us first became a fan of the actres…",https://www.thedailybeast.com/obsessed/watch-when-flower-moon-star-lily-gladstone-first-wowed-us-on-youtube,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1425,w_2534,x_0,y_70/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1698173556/Screen_Shot_2023-10-24_at_1.58.51_PM_rdbl99",2023-10-24T19:20:10Z,"Lily Gladstone is getting a lot of notice for her breathtaking performance in Killers of the Flower Moon, earning praise that could land her a well-deserved Oscar nomination. But a handful of us firs… [+3130 chars]",,Daily Beast,2,
Mary Kate Carr,Reservation Dogs star Devery Jacobs wasn't a fan of Killers Of The Flower Moon,"Martin Scorsese's Killers Of The Flower Moon is already getting major Oscar buzz, but the film's quality and Scorsese's stature doesn't mean it's above criticism. Some of the Osage crew members themselves offered thoughtful critiques, the most prominent being…",https://www.avclub.com/devery-jacobs-killers-of-the-flower-moon-critique-1850954499,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/30a564aefbc73eff40e1f5e38739b61f.jpg",2023-10-24T19:11:31Z,"Martin Scorseses Killers Of The Flower Moon is already getting major Oscar buzz, but the films quality and Scorseses stature doesnt mean its above criticism. Some of the Osage crew members themselves… [+2370 chars]",,The A.V. Club,5,
staff@slashfilm.com (Ryan Scott),Taylor Swift Just Made Box Office History With The Eras Tour,Taylor Swift: The Eras Tour just became the first concert film in history to top the charts for two consecutive weekends.,https://www.slashfilm.com/1428780/taylor-swift-the-eras-tour-just-made-box-office-history/,https://www.slashfilm.com/img/gallery/taylor-swift-just-made-box-office-history-with-the-eras-tour/l-intro-1698166461.jpg,2023-10-24T19:00:51Z,"Taylor Swift is continuing to demonstrate her tremendous star power as the best-selling, Grammy-winning artist just made history at the box office. Last weekend, ""Taylor Swift: The Eras Tour"" debuted… [+1574 chars]",,/FILM,8,
Shaurya Thapa,8 Box Office Records Broken By Taylor Swift: The Eras Tour Movie,"Taylor Swift: The Eras Tour is a huge box office success, as the movie has broken a handful of records related to its total gross and ticket presales.",https://screenrant.com/taylor-swift-eras-tour-movie-box-office-records-broke/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/10/how-much-money-taylor-swift-made-eras-tour.jpg,2023-10-24T18:40:21Z,"Summary
<ul><li>
 Taylor Swift: The Eras Tour has become the highest-grossing concert movie of all time, breaking records with its $123 million opening weekend and surpassing Justin Bieber: Never S… [+7605 chars]",,Screen Rant,8,
Ned Booth,Matthew Vaughn Addresses Apparent Superhero Fatigue: “Maybe We All Need A Little Bit Of Time Off From It”,"As Matthew Vaughn makes the press rounds to promote his upcoming movie “Argylle,” in theaters next February, he's talked about all sorts of topics, from his burgeoning spy cinematic universe at MARV to time working on the “X-Men” series. So how does Vaughn we…",https://theplaylist.net/matthew-vaughn-addresses-apparent-superhero-fatigue-20231024/,https://cdn.theplaylist.net/wp-content/uploads/2023/10/24140758/Matthew-Vaughn-BTS.jpg,2023-10-24T18:10:17Z,"As Matthew Vaughn makes the press rounds to promote his upcoming movie “Argylle,” in theaters next February, he's talked about all sorts of topics, from his burgeoning spy cinematic universe at MARV … [+3608 chars]",,Theplaylist.net,8,
tillychar,Gotham Awards Announce 2023 Nominees,"Gotham Awards Nominations: Full List https://t.co/z8n1vg2epj
— Variety (@Variety) October 24, 2023The SAG-AFTRA strike remains ongoing, with negotiations picking up again today, but awards season marches on. The Gotham Awards used to only recognize films wit…",https://ohnotheydidnt.livejournal.com/127096535.html,https://l-files.livejournal.net/og_image/3616053/496470?v=1698170882,2023-10-24T17:57:07Z,"Gotham Awards Nominations: Full List https://t.co/z8n1vg2epj
— Variety (@Variety) October 24, 2023
The SAG-AFTRA strike remains ongoing, with negotiations picking up again today, but awards season … [+2693 chars]",,Livejournal.com,6,
Mike Fleming Jr,"Osage Chief Geoffrey Standing Bear On Why His Grandmother Wouldn't Speak Of Murders Depicted In ""Killers Of The Flower Moon' - The Deadline Q&A","When author David Grann sought out the Osage tribe to tell the 100-year-old crime story behind Killers of the Flower Moon, it would have been understandable that Osage leaders would have been skeptical. After all, back when an endless supply of oil was found …",https://deadline.com/2023/10/osage-chief-geoffrey-standing-bear-killers-of-the-flower-moon-why-his-grandmother-wouldnt-speak-of-murders-1235581626/,https://deadline.com/wp-content/uploads/2023/10/GettyImages-1705064655.jpg?w=1024,2023-10-24T17:54:10Z,"When author David Grann sought out the Osage tribe to tell the 100-year-old crime story behindKillers of the Flower Moon, it would have been understandable that Osage leaders would have been skeptica… [+17739 chars]",,Deadline,4,
Eric Italiano,"Robert De Niro Beat Leo DiCaprio's Butt So Bad Making ""KOTFM' That He Had To Wear Padding","WARNING: This article will contain mild spoilers for Killers of the Flower Moon For a scene in Martin Scorsese's recently released and widely acclaimed Western drama epic Killers of the Flower Moon, Leonardo DiCaprio had to wear a butt pad in order to receive…",https://brobible.com/culture/article/robert-de-niro-beat-leo-dicaprios-butt-so-bad-making-kotfm-that-he-had-to-wear-padding/,https://brobible.com/wp-content/uploads/2023/10/leonardo-dicaprio-robert-de-niro-in-killers-of-the-flower-moon.jpg,2023-10-24T17:35:55Z,"Paramount Pictures
WARNING: This article will contain mild spoilers for Killers of the Flower Moon
For a scene in Martin Scorseses recently released and widely acclaimed Western drama epic Killers … [+1575 chars]",,BroBible,2,
mliss1578,"""Reservation Dogs' Star Devery Jacobs Slams ""Killers Of The Flower Moon' In Impassioned Critique: “Watching This Movie Was F**king Hellfire”","“I don't feel that these very real people were shown honor or dignity in the horrific portrayal of their deaths,"" she wrote.",https://decider.com/2023/10/24/reservation-dogs-devery-jacobs-slams-killers-of-the-flower-moon-impassioned-critique-hellfire/,https://decider.com/wp-content/uploads/2023/10/Devery-JacobsKillers-Of-The-Flower-Moon.jpg?quality=75&strip=all&w=1200,2023-10-24T17:35:34Z,"Indigenous actor and Reservation Dogs star Devery Jacobs shared her thoughts on Martin Scorsese""s latest epic, Killers of the Flower Moon, in an impassioned review posted on X.
While Jacobs praised … [+3482 chars]",,Decider,duplicate,
Sara Delgado,"Killers of the Flower Moon “Dehumanizes” Native Women, Says Reservation Dogs Star Devery Jacobs","Reservation Dogs star Devery Jacobs slams Martin Scorsese's Killers of the Flower Moon, criticizing the film for “dehumanizing” Native Americans.",https://www.teenvogue.com/story/killers-of-the-flower-moon-dehumanizes-native-women-says-reservation-dogs-star-devery-jacobs,"https://assets.teenvogue.com/photos/6537fb27e61f1713f615bfbb/16:9/w_1280,c_limit/kotfm2.jpg",2023-10-24T17:31:10Z,"Killers of the Flower Moon (2023)
©Paramount/Courtesy Everett Collection
Despite Jacobs' faults with the film, she took time to praise other general aspects beyond the acting, highlighting how havi… [+1502 chars]",,Teen Vogue,7,
The Feed,'Killers of the Flower Moon' trounces Taylor Swift's 'The Eras Tour' concert film at global box office,"Martin Scorsese's film ""Killers of the Flower Moon"" has been successful internationally, earning $21 million from 63 territories. Despite being behind Taylor Swift's ""The Eras Tour"" in North America, the crime saga has made $23 million domestically, contribut…",https://economictimes.indiatimes.com/news/international/us/killers-of-the-flower-moon-trounces-taylor-swifts-the-eras-tour-concert-film-at-global-box-office/articleshow/104680233.cms,"https://img.etimg.com/thumb/msid-104680248,width-1200,height-630,imgsize-41336,overlay-economictimes/photo.jpg",2023-10-24T17:30:06Z,"Taylor Swift's dominance in North American theaters with her film is countered by Martin Scorsese's international triumph, as the esteemed director's latest project has gained substantial traction ac… [+2223 chars]",the-times-of-india,The Times of India,6,
Ned Booth,"""The Wager': Martin Scorsese Hints That He May Co-Direct His Upcoming Next David Grann Adaptation","On his press tour for “Killers Of The Flower Moon,” Martin Scorsese states that he may have “one more” or a “couple more” films left in his masterful career. And with the director turning 81 soon, that's a fair assessment on his part. But World Of Reel report…",https://theplaylist.net/the-wager-martin-scorsese-hints-that-he-may-codirect-20231024/,https://cdn.theplaylist.net/wp-content/uploads/2023/10/24132603/Martin-Scorsese-The-Wager.jpg,2023-10-24T17:27:44Z,"On his press tour for “Killers Of The Flower Moon,” Martin Scorsese states that he may have “one more” or a “couple more” films left in his masterful career. And with the director turning 81 soon, th… [+2925 chars]",,Theplaylist.net,9,
The Associated Press,The top 10 audiobooks on Audible.com,The top 10 audiobooks on Audible,https://abcnews.go.com/Entertainment/wireStory/top-10-audiobooks-audible-104255424,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,2023-10-24T17:18:04Z,"Nonfiction 
1. Worthy by Jada Pinkett Smith, narrated by the author (HarperAudio)
2. Prequel by Rachel Maddow, narrated by the author (Random House Audio)
3. Killers of the Flower Moon by David Gr… [+2042 chars]",abc-news,ABC News,6,
Joel Robinson,Killers of the Flower Moon Is Not the Story an Osage Would Have Told. You Should Still See It.,I've never seen a movie immerse itself in a culture like this film did with ours.,https://slate.com/culture/2023/10/killers-of-the-flower-moon-movie-osage-martin-scorsese.html,https://compote.slate.com/images/9e4cae5b-d42f-4c5c-b07d-713ad04ce23e.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,2023-10-24T17:16:00Z,"Ive always been so proud to be Osage. Im thankful that I have a father that instilled that identity in me from a young age, as well as a non-Indigenous mother who has always reinforced it. But being … [+7251 chars]",,Slate Magazine,4,
vanityfair.com,Reservation Dogs Star Devery Jacobs Wasn't a Fan of 'Killers of the Flower Moon',"Not everyone is a fan of Martin Scorsese's latest film. In a long thread on X (the site formerly known as Twitter), Reservation Dogs star Devery Jacobs wrote about her “strong feelings” about Killers of the Flower Moon, calling the film “painful, grueling, un…",https://biztoc.com/x/2ba17c61657b55d7,https://c.biztoc.com/p/2ba17c61657b55d7/s.webp,2023-10-24T17:14:28Z,"Not everyone is a fan of Martin Scorsese's latest film. In a long thread on X (the site formerly known as Twitter), Reservation Dogs star Devery Jacobs wrote about her strong feelings about Killers o… [+317 chars]",,Biztoc.com,5,
Jason Hellerman,How Martin Scorsese's 'Killers of the Flower Moon' Uses DiCaprio's Star Power to Subvert Expectations,"There must be an uncanny feeling when you work with an actor a lot like Martin Scorsese has with Leonardo DiCaprio (and Robert De Niro, for that matter). You see them in roles, but do you really see what they can do anymore, or are you just putting them in ro…",https://nofilmschool.com/killers-of-the-flower-moon-leonardo-dicaprio,https://nofilmschool.com/media-library/how-martin-scorsese-s-killers-of-the-flower-moon-uses-dicaprio-s-star-power-to-subvert-expectations.jpg?id=50285757&width=1200&height=600&coordinates=0%2C208%2C0%2C209,2023-10-24T17:00:20Z,"There must be an uncanny feeling when you work with an actor a lot like Martin Scorsese has with Leonardo DiCaprio (and Robert De Niro, for that matter). You see them in roles, but do you really see … [+3291 chars]",,Nofilmschool.com,2,
Jill Goldsmith,"Gotham Awards Nominations: ""All Of Us Strangers' Tops Movie List; Ryan Gosling Gets ""Barbie' Nom With Budget Caps Removed","All Of Us Strangers by Andrew Haigh led the Gotham Awards Nominations today, with some love for Celine Song's Past Lives and a Best Performance nod to Ryan Gosling for Barbie after the indie-centric Awards removed a longstanding budget cap on eligibility, an …",https://deadline.com/2023/10/2023-gotham-awards-nominations-list-1235581456/,https://deadline.com/wp-content/uploads/2023/10/The-Gotham-Awards-2023.jpg?w=1024,2023-10-24T16:29:55Z,"All Of Us Strangers by Andrew Haigh led the Gotham Awards Nominations today, with some love for Celine Song's Past Lives and a Best Performance nod to Ryan Gosling for Barbie after the indie-centric … [+7442 chars]",,Deadline,6,
Vansh Mehra,Killers of the Flower Moon Osage Murders Explained: Is It Based on a True Story?,"With Killers of the Flower Moon out, fans want more clarity on the Osage Murders. Many want to know if the film is based on a true story. Here's a breakdown of the Osage Murders and the film's inspiration. Is Killers of the Flower Moon based on a true story? …",https://www.comingsoon.net/guides/news/1376242-killers-of-the-flower-moon-osage-murders-explained-true-story-ernest-burkhart,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/Killers-of-the-Flower-Moon-Osage-Murders-Explained.jpg?resize=1200,630",2023-10-24T16:23:33Z,"With Killers of the Flower Moon out, fans want more clarity on the Osage Murders. Many want to know if the film is based on a true story. Heres a breakdown of the Osage Murders and the films inspirat… [+2504 chars]",,ComingSoon.net,1,
Gregory Ellwood,"""All Of Us Strangers' & ""Beef' Top 2023 Gotham Awards Nominations","The first real official precursor awards event is here, the 2023 Gotham Awards. And while the SAG strike is still on going, that doesn't mean the actors went unrecognized. The question is whether they those not part of signatory films at A24 or NEON will be a…",https://theplaylist.net/all-of-us-strangers-beef-top-2023-gotham-awards-nominations-20231024/,https://cdn.theplaylist.net/wp-content/uploads/2016/04/24121414/GothamAwards2023NomsV1.jpg,2023-10-24T16:17:05Z,"The first real official precursor awards event is here, the 2023 Gotham Awards. And while the SAG strike is still on going, that doesn't mean the actors went unrecognized. The question is whether the… [+6991 chars]",,Theplaylist.net,6,
Samantha Bergeson,"2023 Gotham Awards Nominate ""Passages,' ""Barbie,' and More",The 33rd annual Gotham Awards will take place November 27 in New York City.,https://www.indiewire.com/awards/results/2023-gotham-award-nominees-1234919477/,https://www.indiewire.com/wp-content/uploads/2023/01/b24sd6bx3Passages-Still1.jpeg,2023-10-24T16:10:11Z,"The 2023 Gotham Awards have officially unveiled its nominations. This year's nominees were announced on Tuesday, October 24 via live broadcast on Variety's YouTube channel. Nominees were listed off b… [+9200 chars]",,IndieWire,6,
Clayton Davis,Gotham Awards Nominations: Full List,"The Gotham Awards nominations were announced, with “TK” leading the way with TK# nominations, including best feature. This marks the first year of the annual ceremony hosted by the Gotham Film & Media Institute, where the budget cap of $35 million was removed…",https://variety.com/2023/film/awards/2023-gotham-awards-nominations-full-list-1235766201/,https://variety.com/wp-content/uploads/2023/08/All-Of-Us-Strangers_01Select.jpg?w=1000&h=563&crop=1,2023-10-24T16:09:47Z,"The Gotham Awards nominations were announced, with “All of Us Strangers” leading the way with four nominations, including best international feature.
“Past Lives” and “A Thousand and One” tied for s… [+3649 chars]",,Variety,6,
Steve Pond,"""Past Lives,' ""All of Us Strangers' Lead Gotham Award Nominations","The indie film awards this year removed its budget cap to broaden the number of qualifying films 
The post ""Past Lives,' ""All of Us Strangers' Lead Gotham Award Nominations appeared first on TheWrap.",http://www.thewrap.com/past-lives-the-zone-of-interest-lead-gotham-award-nominations/,https://www.thewrap.com/wp-content/uploads/2023/02/past-lives-a24.jpg,2023-10-24T16:06:24Z,"Celine Songs Past Lives, Ira Sachs Passages, Tina Satters Reality, Kelly Reichardts Showing Up and A.V. Rockwells A Thousand and One have been nominated as best festure of 2023 at the 33th annual Got… [+8866 chars]",,TheWrap,6,
Ben Sherlock,Why Killers Of The Flower Moon's $44 Million Box Office Is A Success (Despite Its $200M Budget),"$44 million on a $200 million budget might not seem like a box office success, but Martin Scorsese's Killers of the Flower Moon is still a hit.",https://screenrant.com/killers-flower-moon-movie-box-office-success-reasons/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/10/leonardo-dicaprio-and-lily-gladstone-in-killers-of-the-flower-moon-with-money.jpg,2023-10-24T15:51:17Z,"Summary
<ul><li> Despite a $44 million opening weekend gross on a $200 million budget, ""Killers of the Flower Moon"" can still be considered a hit due to its primary goal of attracting new subscriber… [+7067 chars]",,Screen Rant,6,
Philip Ellis,"Leonardo DiCaprio Wore a Fake Butt for ""Shocking' Spanking Scene",A cinematographer breaks down how they filmed that wild moment between DiCaprio and De Niro in 'Killers of the Flower Moon.',https://www.menshealth.com/entertainment/a45627360/leonardo-dicaprio-spanking-scene-butt-padding-killers-of-the-flower-moon/,"https://hips.hearstapps.com/hmg-prod/images/killers-6537e2fa040b7.jpeg?crop=1.00xw:0.893xh;0,0.107xh&resize=1200:*",2023-10-24T15:35:00Z,"There are a number of shocking twists and turns in Killers of the Flower Moon, Martin Scorsese's latest crime epic. Inspired by the real-life murders documented in David Grann's 2017 nonfiction bookK… [+1806 chars]",,menshealth.com,2,
